date,exon_price,oil_price
07-01-2019, $71.52 , $57.10 
08-01-2019, $72.04 , $56.91 
09-01-2019, $72.42 , $59.46 
10-01-2019, $72.05 , $60.47 
11-01-2019, $71.72 , $59.24 
14-01-2019, $71.63 , $58.80 
15-01-2019, $71.67 , $58.65 
16-01-2019, $71.64 , $59.81 
17-01-2019, $72.13 , $59.85 
18-01-2019, $72.99 , $62.04 
22-01-2019, $71.89 , $60.90 
23-01-2019, $71.30 , $61.05 
24-01-2019, $71.40 , $61.09 
25-01-2019, $71.72 , $61.49 
28-01-2019, $71.24 , $59.71 
29-01-2019, $71.51 , $60.98 
30-01-2019, $72.29 , $61.89 
31-01-2019, $73.28 , $62.46 
01-02-2019, $75.92 , $61.86 
04-02-2019, $74.82 , $62.26 
05-02-2019, $75.59 , $61.67 
06-02-2019, $75.26 , $62.22 
07-02-2019, $74.68 , $61.01 
08-02-2019, $73.98 , $61.37 
11-02-2019, $74.10 , $61.30 
12-02-2019, $75.40 , $62.58 
13-02-2019, $76.25 , $63.27 
14-02-2019, $76.27 , $64.00 
15-02-2019, $77.71 , $65.65 
19-02-2019, $78.23 , $65.86 
20-02-2019, $78.53 , $66.82 
21-02-2019, $77.82 , $66.91 
22-02-2019, $78.42 , $66.91 
25-02-2019, $78.50 , $64.02 
26-02-2019, $78.66 , $64.51 
27-02-2019, $79.47 , $65.55 
28-02-2019, $79.03 , $65.03 
01-03-2019, $80.00 , $63.71 
04-03-2019, $80.31 , $64.44 
05-03-2019, $80.19 , $64.24 
06-03-2019, $79.28 , $64.51 
07-03-2019, $80.16 , $64.82 
08-03-2019, $79.01 , $65.66 
11-03-2019, $79.78 , $65.06 
12-03-2019, $80.00 , $65.33 
13-03-2019, $80.71 , $65.89 
14-03-2019, $80.44 , $66.18 
15-03-2019, $80.15 , $66.11 
18-03-2019, $81.08 , $66.65 
19-03-2019, $80.87 , $67.13 
20-03-2019, $81.32 , $68.35 
21-03-2019, $81.79 , $68.30 
22-03-2019, $80.48 , $66.29 
25-03-2019, $79.92 , $67.37 
,,
,,
